file,eyes_open,mouth_open,mouth_covered,frown,back_head,none,labeled
2026-07-26_21-19-36_f0012_0.jpg,0,0,0,0,0,1,1
2026-07-26_21-19-36_f0060_0.jpg,0,0,0,0,0,1,1
2026-07-26_21-19-36_f0108_0.jpg,0,0,0,0,0,1,1
2026-07-26_21-40-24_f0012_0.jpg,0,0,0,0,0,1,1
2026-07-26_21-40-24_f0060_0.jpg,0,0,0,0,0,1,1
2026-07-26_21-40-24_f0108_0.jpg,0,0,0,0,0,1,1
2026-07-26_23-19-13_f0012_0.jpg,0,0,0,0,0,1,1
2026-07-26_23-19-13_f0060_0.jpg,0,0,0,0,0,1,1
2026-07-26_23-19-13_f0108_0.jpg,0,0,0,0,0,1,1
2026-07-26_23-30-07_f0012_0.jpg,0,0,0,0,1,0,1
2026-07-26_23-30-07_f0060_0.jpg,0,0,0,0,1,0,1
2026-07-26_23-30-07_f0108_0.jpg,0,0,0,0,1,0,1
2026-07-26_23-30-19_f0012_0.jpg,0,0,0,0,1,0,1
2026-07-26_23-30-19_f0060_0.jpg,0,0,0,0,1,0,1
2026-07-26_23-30-19_f0108_0.jpg,0,0,0,0,1,0,1
2026-07-27_00-13-13_f0012_0.jpg,0,0,0,0,1,0,1
2026-07-27_00-13-13_f0060_0.jpg,0,0,0,0,1,0,1
2026-07-27_00-13-13_f0108_0.jpg,0,0,0,0,0,1,1
2026-07-27_02-35-41_f0012_0.jpg,0,0,0,0,0,1,1
2026-07-27_02-35-41_f0060_0.jpg,1,0,0,0,0,0,1
2026-07-27_02-35-41_f0108_0.jpg,0,0,0,0,0,1,1
2026-07-27_02-36-53_f0012_0.jpg,1,0,0,0,0,0,1
2026-07-27_02-36-53_f0060_0.jpg,1,0,0,0,0,0,1
2026-07-27_02-36-53_f0108_0.jpg,1,0,0,0,0,0,1
2026-07-27_05-38-39_f0012_0.jpg,0,0,0,0,0,1,1
2026-07-27_05-38-39_f0060_0.jpg,0,0,0,0,0,1,1
2026-07-27_05-38-39_f0108_0.jpg,0,0,0,0,0,1,1
2026-07-27_06-10-15_f0012_0.jpg,0,0,0,0,0,1,1
2026-07-27_06-10-15_f0060_0.jpg,0,0,0,0,0,0,1
2026-07-27_06-10-15_f0108_0.jpg,0,0,0,0,0,0,1
2026-07-27_10-48-36_f0012_0.jpg,0,0,0,0,0,1,1
2026-07-27_10-48-36_f0060_0.jpg,0,0,0,0,0,1,1
2026-07-27_10-48-36_f0108_0.jpg,0,0,0,0,0,1,1
2026-07-27_10-50-42_f0012_0.jpg,0,0,0,0,0,1,1
2026-07-27_10-50-42_f0060_0.jpg,0,0,0,0,0,1,1
2026-07-27_10-50-42_f0108_0.jpg,0,0,0,0,0,1,1
2026-07-27_10-52-30_f0012_0.jpg,0,1,0,1,0,0,1
2026-07-27_12-24-41_f0012_0.jpg,0,0,1,0,1,0,1
2026-07-27_12-24-41_f0060_0.jpg,0,0,1,0,1,0,1
2026-07-27_12-24-41_f0108_0.jpg,0,0,1,0,1,0,1
2026-07-27_13-48-52_f0012_0.jpg,0,0,0,0,0,1,1
2026-07-27_13-48-52_f0060_0.jpg,0,0,0,0,0,1,1
2026-07-27_13-48-52_f0108_0.jpg,0,0,0,0,0,1,1
2026-07-27_19-18-37_f0012_0.jpg,0,0,0,0,0,0,1
2026-07-27_19-18-37_f0060_0.jpg,0,0,0,0,0,0,1
2026-07-27_19-18-37_f0108_0.jpg,0,0,0,0,0,1,1
2026-07-27_19-21-25_f0012_0.jpg,1,0,0,0,0,0,1
2026-07-27_19-21-25_f0060_0.jpg,1,0,0,0,0,0,1
2026-07-27_19-21-25_f0108_0.jpg,1,0,0,0,0,0,1
2026-07-27_19-28-01_f0012_0.jpg,0,0,0,0,0,1,1
2026-07-27_19-28-01_f0060_0.jpg,1,0,0,0,0,0,1
2026-07-27_19-28-01_f0108_0.jpg,0,0,0,0,0,1,1
2026-07-27_19-29-25_f0012_0.jpg,1,0,0,0,0,0,1
2026-07-27_19-29-25_f0060_0.jpg,1,0,0,0,0,0,1
2026-07-27_19-29-25_f0108_0.jpg,1,0,0,0,0,0,1
2026-07-27_22-51-11_f0012_0.jpg,0,0,0,0,0,1,1
2026-07-27_22-51-11_f0060_0.jpg,0,1,0,0,0,0,1
2026-07-27_22-51-11_f0108_0.jpg,0,0,0,0,0,1,1
2026-07-27_23-01-29_f0012_0.jpg,0,0,0,0,0,0,1
2026-07-27_23-01-29_f0060_0.jpg,0,0,0,0,0,0,1
2026-07-27_23-01-29_f0108_0.jpg,0,0,0,0,0,1,1
2026-07-27_23-43-35_f0007_0.jpg,0,0,0,0,0,1,1
2026-07-27_23-43-35_f0039_0.jpg,0,0,0,0,0,1,1
2026-07-27_23-43-35_f0070_0.jpg,0,0,0,0,0,1,1
2026-07-28_00-16-58_f0012_0.jpg,0,0,0,0,0,1,1
2026-07-28_00-16-58_f0060_0.jpg,0,0,0,0,0,1,1
2026-07-28_00-16-58_f0108_0.jpg,0,0,0,0,0,1,1
2026-07-28_00-29-58_f0012_0.jpg,0,0,0,0,0,1,1
2026-07-28_00-29-58_f0060_0.jpg,0,0,0,0,0,1,1
2026-07-28_00-29-58_f0108_0.jpg,0,0,0,0,0,1,1
2026-07-28_03-11-39_f0012_0.jpg,0,0,0,0,0,1,1
2026-07-28_03-11-39_f0060_0.jpg,0,0,0,0,0,1,1
2026-07-28_03-11-39_f0108_0.jpg,0,0,0,0,0,1,1
2026-07-28_03-17-38_f0012_0.jpg,0,0,0,0,0,1,1
2026-07-28_03-17-38_f0060_0.jpg,0,0,0,0,0,1,1
2026-07-28_03-17-38_f0108_0.jpg,0,0,0,0,0,1,1
2026-07-28_04-05-14_f0060_0.jpg,0,0,0,0,1,0,1
2026-07-28_04-05-14_f0108_0.jpg,0,0,0,0,1,0,1
2026-07-28_04-09-26_f0012_0.jpg,0,0,0,0,1,0,1
2026-07-28_04-09-26_f0060_0.jpg,0,0,0,0,1,0,1
2026-07-28_04-09-26_f0108_0.jpg,0,0,0,0,1,0,1
2026-07-28_04-15-02_f0002_0.jpg,0,0,0,0,1,0,1
2026-07-28_04-15-02_f0012_0.jpg,0,0,0,0,1,0,1
2026-07-28_04-15-02_f0021_0.jpg,0,0,0,0,1,0,1
2026-07-28_04-15-20_f0012_0.jpg,0,0,0,0,1,0,1
2026-07-28_04-15-20_f0060_0.jpg,0,0,0,0,1,0,1
2026-07-28_04-15-20_f0108_0.jpg,0,0,0,0,1,0,1
2026-07-28_04-53-13_f0012_0.jpg,0,0,0,0,0,1,1
2026-07-28_04-53-13_f0060_0.jpg,0,0,0,0,0,0,1
2026-07-28_04-53-13_f0108_0.jpg,0,0,0,0,0,0,1
2026-07-28_04-56-55_f0012_0.jpg,0,0,0,0,0,1,1
2026-07-28_04-56-55_f0060_0.jpg,0,0,0,1,0,0,1
2026-07-28_04-56-55_f0108_0.jpg,0,0,0,1,0,0,1
2026-07-28_06-12-07_f0012_0.jpg,0,0,0,0,0,1,1
2026-07-28_06-12-07_f0060_0.jpg,0,0,0,0,1,0,1
2026-07-28_06-12-07_f0108_0.jpg,0,0,0,0,0,1,1
2026-07-28_07-28-54_f0012_0.jpg,0,0,0,0,1,0,1
2026-07-28_07-28-54_f0060_0.jpg,0,0,0,0,1,0,1
2026-07-28_07-28-54_f0108_0.jpg,0,0,0,0,1,0,1
2026-07-28_09-30-35_f0004_0.jpg,0,0,0,0,0,1,1
2026-07-28_09-30-35_f0021_0.jpg,0,0,0,0,0,1,1
2026-07-28_09-30-35_f0037_0.jpg,0,0,0,0,0,1,1
2026-07-28_09-30-59_f0012_0.jpg,0,0,0,0,0,1,1
2026-07-28_09-30-59_f0060_0.jpg,0,0,0,0,0,0,0
2026-07-28_09-30-59_f0108_0.jpg,0,0,0,0,0,0,0
2026-07-28_11-16-51_f0012_0.jpg,0,0,0,0,1,0,1
2026-07-28_11-16-51_f0060_0.jpg,0,0,0,0,1,0,1
2026-07-28_11-16-51_f0108_0.jpg,0,0,0,0,1,0,1
2026-07-28_11-17-03_f0012_0.jpg,0,0,0,0,0,1,1
2026-07-28_11-17-03_f0060_0.jpg,0,0,0,1,0,0,1
2026-07-28_11-17-03_f0108_0.jpg,0,0,0,0,0,1,1
2026-07-28_11-19-21_f0012_0.jpg,0,0,0,0,1,0,1
2026-07-28_11-19-21_f0060_0.jpg,0,0,0,0,0,1,1
2026-07-28_11-19-21_f0108_0.jpg,0,0,0,0,0,1,1
2026-07-28_11-35-33_f0012_0.jpg,0,0,0,0,0,1,1
2026-07-28_11-35-33_f0060_0.jpg,0,0,0,0,0,1,1
2026-07-28_11-35-33_f0108_0.jpg,0,0,0,0,0,1,1
2026-07-28_13-14-38_f0001_0.jpg,0,0,0,0,1,0,1
2026-07-28_13-14-38_f0009_0.jpg,0,0,0,0,1,0,1
2026-07-28_13-14-38_f0017_0.jpg,0,0,0,0,1,0,1
2026-07-28_13-17-38_f0012_0.jpg,0,0,0,0,1,0,1
2026-07-28_13-17-38_f0060_0.jpg,0,0,0,0,1,0,1
2026-07-28_13-17-38_f0108_0.jpg,0,0,0,0,1,0,1
2026-07-28_16-08-12_f0012_0.jpg,0,0,0,0,1,0,1
2026-07-28_16-08-12_f0060_0.jpg,0,0,0,0,1,0,1
2026-07-28_16-08-12_f0108_0.jpg,0,0,0,0,1,0,1
2026-07-28_16-09-30_f0012_0.jpg,0,0,0,0,1,0,1
2026-07-28_16-09-30_f0060_0.jpg,0,0,0,0,1,0,1
2026-07-28_16-09-30_f0108_0.jpg,0,0,0,0,1,0,1
2026-07-29_01-55-06_f0060_0.jpg,0,0,0,0,0,1,1
2026-07-29_01-55-06_f0108_0.jpg,0,0,0,0,0,1,1
2026-07-29_02-49-30_f0012_0.jpg,0,0,0,0,0,1,1
2026-07-29_02-49-30_f0060_0.jpg,0,0,0,0,0,1,1
