file,eyes_open,mouth_open,mouth_covered,frown
2026-07-27_02-35-41_f0060_0.jpg,1,0,0,0
2026-07-27_02-36-53_f0012_0.jpg,1,0,0,0
2026-07-27_02-36-53_f0060_0.jpg,1,0,0,0
2026-07-27_02-36-53_f0108_0.jpg,1,0,0,0
2026-07-27_06-10-15_f0060_0.jpg,0,0,0,0
2026-07-27_06-10-15_f0108_0.jpg,0,0,0,0
2026-07-27_10-52-30_f0012_0.jpg,0,1,0,1
2026-07-27_19-18-37_f0012_0.jpg,0,0,0,0
2026-07-27_19-18-37_f0060_0.jpg,0,0,0,0
2026-07-27_19-21-25_f0012_0.jpg,1,0,0,0
2026-07-27_19-21-25_f0060_0.jpg,1,0,0,0
2026-07-27_19-21-25_f0108_0.jpg,1,0,0,0
2026-07-27_19-28-01_f0060_0.jpg,1,0,0,0
2026-07-27_19-29-25_f0012_0.jpg,1,0,0,0
2026-07-27_19-29-25_f0060_0.jpg,1,0,0,0
2026-07-27_19-29-25_f0108_0.jpg,1,0,0,0
2026-07-27_22-51-11_f0060_0.jpg,0,1,0,0
2026-07-27_23-01-29_f0012_0.jpg,0,0,0,0
2026-07-27_23-01-29_f0060_0.jpg,0,0,0,0
2026-07-28_04-53-13_f0060_0.jpg,0,0,0,0
2026-07-28_04-53-13_f0108_0.jpg,0,0,0,0
2026-07-28_04-56-55_f0060_0.jpg,0,0,0,1
2026-07-28_04-56-55_f0108_0.jpg,0,0,0,1
2026-07-28_11-17-03_f0060_0.jpg,0,0,0,1
2026-07-29_08-47-14_f0012_0.jpg,0,1,0,0
2026-07-29_14-43-10_f0012_0.jpg,1,0,0,0
2026-07-29_14-43-10_f0060_0.jpg,1,0,0,0
2026-07-29_14-43-10_f0108_0.jpg,1,0,0,0
2026-07-29_14-51-10_f0012_0.jpg,1,0,0,0
2026-07-29_14-51-10_f0060_0.jpg,1,0,0,0
2026-07-29_14-51-10_f0108_0.jpg,1,0,0,0
2026-07-29_14-54-16_f0012_0.jpg,1,0,0,0
2026-07-29_14-54-16_f0060_0.jpg,1,0,0,0
2026-07-29_14-54-16_f0108_0.jpg,1,0,0,0
2026-07-29_14-59-52_f0012_0.jpg,1,0,0,0
2026-07-29_14-59-52_f0060_0.jpg,1,0,0,0
2026-07-29_14-59-52_f0108_0.jpg,1,0,0,0
2026-07-29_15-05-40_f0012_0.jpg,1,0,0,0
2026-07-29_19-04-26_f0012_0.jpg,1,1,0,0
2026-07-30_02-06-12_f0012_0.jpg,1,0,0,0
2026-07-30_02-06-12_f0060_0.jpg,1,0,0,0
2026-07-30_02-06-12_f0108_0.jpg,1,0,0,0
2026-07-30_05-12-34_f0060_0.jpg,0,0,0,1
2026-07-30_10-48-16_f0012_0.jpg,0,1,0,0
2026-07-30_10-49-16_f0108_0.jpg,0,0,0,1
2026-07-30_13-03-26_f0012_0.jpg,0,0,1,0
2026-07-30_13-03-26_f0060_0.jpg,0,0,1,0
2026-07-30_13-03-26_f0108_0.jpg,0,0,1,0
2026-07-30_13-05-14_f0108_0.jpg,0,0,1,1
2026-07-30_15-34-43_f0012_0.jpg,0,0,0,1
2026-07-30_15-34-43_f0060_0.jpg,0,1,0,1
2026-07-30_15-34-43_f0108_0.jpg,0,1,0,1
2026-07-30_20-29-56_f0108_0.jpg,1,0,0,0
2026-07-30_20-34-49_f0012_0.jpg,1,0,0,0
2026-07-30_20-34-49_f0060_0.jpg,1,0,0,0
2026-07-30_20-34-49_f0108_0.jpg,1,0,0,0
2026-07-30_20-35-25_f0012_0.jpg,1,0,0,0
2026-07-30_20-35-25_f0060_0.jpg,1,0,0,0
2026-07-30_20-35-25_f0108_0.jpg,1,0,0,0
2026-07-30_23-09-46_f0012_0.jpg,1,0,0,0
2026-07-30_23-09-46_f0060_0.jpg,1,0,0,0
2026-07-31_01-37-14_f0012_0.jpg,0,0,0,1
2026-07-31_13-04-43_f0012_0.jpg,0,0,1,0
2026-07-31_13-04-43_f0060_0.jpg,0,0,1,0
2026-07-31_13-12-43_f0060_0.jpg,0,0,1,0
2026-07-31_13-12-43_f0108_0.jpg,0,0,1,0
2026-07-31_15-51-05_f0060_0.jpg,1,0,0,0
2026-07-31_15-51-05_f0108_0.jpg,1,0,0,0
2026-07-31_16-06-53_f0108_0.jpg,1,0,0,0
2026-07-31_16-08-17_f0012_0.jpg,1,0,0,0
2026-07-31_17-07-47_f0012_0.jpg,1,0,0,0
2026-07-31_17-07-47_f0060_0.jpg,1,0,0,0
2026-07-31_17-07-47_f0108_0.jpg,1,0,0,0
2026-07-31_17-23-52_f0012_0.jpg,1,0,0,0
2026-07-31_17-23-52_f0060_0.jpg,1,0,0,0
2026-07-31_17-23-52_f0108_0.jpg,1,0,0,0
2026-07-31_17-39-40_f0012_0.jpg,1,0,0,0
2026-07-31_17-39-40_f0060_0.jpg,1,0,0,0
2026-07-31_17-39-40_f0108_0.jpg,1,0,0,0
2026-08-01_01-50-47_f0012_0.jpg,0,0,1,0
2026-08-01_01-50-47_f0060_0.jpg,0,0,1,0
2026-08-01_01-50-47_f0108_0.jpg,0,0,1,0
2026-08-01_02-03-29_f0004_0.jpg,0,0,1,0
2026-08-01_02-03-29_f0022_0.jpg,0,0,1,0
2026-08-01_11-59-29_f0060_0.jpg,0,0,0,1
2026-08-01_13-03-40_f0012_0.jpg,0,0,0,1
2026-08-01_15-09-45_f0012_0.jpg,0,0,1,0
2026-08-01_15-09-45_f0060_0.jpg,0,0,1,0
2026-08-01_15-09-45_f0108_0.jpg,0,0,1,0
2026-08-01_17-26-43_f0012_0.jpg,1,0,0,0
2026-08-01_17-26-43_f0060_0.jpg,1,0,0,0
2026-08-01_17-26-43_f0108_0.jpg,1,0,0,0
2026-08-01_23-15-05_f0108_0.jpg,1,0,0,0
2026-08-01_23-28-46_f0108_0.jpg,1,0,0,0
2026-08-01_23-32-46_f0012_0.jpg,1,0,0,0
2026-08-01_23-32-46_f0060_0.jpg,1,0,0,0
2026-08-01_23-32-46_f0108_0.jpg,1,0,0,0
2026-08-02_02-25-27_f0012_0.jpg,1,0,0,0
2026-08-02_02-25-27_f0060_0.jpg,1,0,0,0
2026-08-02_02-25-27_f0108_0.jpg,1,0,0,0
2026-08-02_02-26-39_f0012_0.jpg,1,0,0,0
2026-08-02_02-26-39_f0060_0.jpg,1,0,0,0
2026-08-02_02-26-39_f0108_0.jpg,1,0,0,0
2026-08-02_02-28-51_f0108_0.jpg,1,0,0,0
2026-08-02_02-30-51_f0012_0.jpg,1,0,0,0
2026-08-02_02-30-51_f0060_0.jpg,1,0,0,0
2026-08-02_02-30-51_f0108_0.jpg,1,0,0,0
2026-08-02_08-14-17_f0108_0.jpg,0,1,0,0
2026-08-02_16-44-24_f0012_0.jpg,1,0,0,0
2026-08-02_16-44-24_f0060_0.jpg,1,0,0,0
2026-08-02_19-38-23_f0012_0.jpg,1,0,0,0
2026-08-02_19-38-23_f0060_0.jpg,1,0,0,0
2026-08-02_19-38-23_f0108_0.jpg,1,0,0,0
2026-08-02_19-42-59_f0012_0.jpg,1,0,0,0
2026-08-02_19-42-59_f0060_0.jpg,1,0,0,0
2026-08-02_19-42-59_f0108_0.jpg,1,0,0,0
2026-08-02_23-25-21_f0108_0.jpg,0,1,0,0
2026-08-03_02-00-36_f0012_0.jpg,1,0,0,0
2026-08-03_02-00-36_f0060_0.jpg,1,0,0,0
2026-08-03_02-00-36_f0108_0.jpg,1,0,0,0
2026-08-03_02-43-36_f0012_0.jpg,1,0,0,0
2026-08-03_02-43-36_f0060_0.jpg,1,0,0,0
2026-08-03_02-43-36_f0108_0.jpg,1,0,0,0
2026-08-03_05-10-16_f0012_0.jpg,1,0,0,0
2026-08-03_05-10-16_f0060_0.jpg,1,0,0,0
2026-08-03_05-10-16_f0108_0.jpg,1,0,0,0
2026-08-03_08-58-20_f0060_0.jpg,0,0,1,0
2026-08-03_08-58-20_f0108_0.jpg,0,0,1,0
2026-08-03_09-40-49_f0012_0.jpg,0,0,0,0
2026-08-03_09-40-49_f0060_0.jpg,0,0,0,0
2026-08-03_10-09-37_f0012_0.jpg,0,0,0,1
2026-08-03_10-09-37_f0060_0.jpg,1,0,0,0
2026-08-03_10-09-37_f0108_0.jpg,1,0,0,0
2026-08-03_10-51-43_f0012_0.jpg,0,0,0,0
2026-08-03_10-51-43_f0060_0.jpg,0,0,0,0
2026-08-03_11-41-24_f0012_0.jpg,0,0,0,0
2026-08-03_11-41-24_f0060_0.jpg,0,0,0,0
2026-08-03_11-56-48_f0012_0.jpg,0,0,0,0
2026-08-03_11-56-48_f0060_0.jpg,0,0,0,0
2026-08-03_15-44-04_f0012_0.jpg,1,0,0,0
2026-08-03_15-44-04_f0060_0.jpg,1,0,0,0
2026-08-03_15-44-04_f0108_0.jpg,1,0,0,0
2026-08-03_21-20-53_f0060_0.jpg,0,1,0,0
2026-08-04_08-00-34_f0060_0.jpg,1,0,0,0
2026-08-04_08-00-34_f0108_0.jpg,1,0,0,0
2026-08-04_13-47-12_f0012_0.jpg,1,0,0,0
2026-08-04_13-47-12_f0060_0.jpg,1,0,0,0
2026-08-04_13-47-12_f0108_0.jpg,1,0,0,0
2026-08-04_23-54-48_f0012_0.jpg,1,0,0,0
2026-08-04_23-54-48_f0060_0.jpg,1,0,0,0
2026-08-04_23-54-48_f0108_0.jpg,0,1,0,0
2026-08-05_03-56-28_f0060_0.jpg,1,0,0,0
2026-08-05_03-56-28_f0108_0.jpg,1,0,0,0
2026-08-05_08-02-52_f0012_0.jpg,1,0,0,0
2026-08-05_08-02-52_f0060_0.jpg,1,0,0,0
2026-08-05_08-02-52_f0108_0.jpg,1,1,0,0
2026-08-05_15-19-06_f0060_0.jpg,1,0,0,0
2026-08-05_15-19-06_f0108_0.jpg,1,0,0,0
2026-08-05_19-04-23_f0012_0.jpg,1,0,0,0
2026-08-05_19-04-23_f0060_1.jpg,1,0,0,0
2026-08-05_19-04-23_f0108_0.jpg,1,0,0,0
2026-08-05_22-15-57_f0012_0.jpg,1,0,0,0
2026-08-05_22-15-57_f0060_0.jpg,1,0,0,0
2026-08-05_22-15-57_f0108_0.jpg,1,0,0,0
2026-08-05_22-17-21_f0012_0.jpg,1,0,0,0
2026-08-05_22-17-21_f0060_0.jpg,1,0,0,0
2026-08-05_22-17-21_f0108_0.jpg,1,0,0,0
2026-08-06_04-36-53_f0108_0.jpg,0,0,1,0
2026-08-06_04-40-41_f0012_0.jpg,1,0,0,0
2026-08-06_04-40-41_f0060_0.jpg,1,0,0,0
